"","PROVIDER_NUMBER","HOSPITAL","TACMIV31"
"2693",400123,"HOSPITAL PEREA",1.229248739
"2694",400124,"CENTRO CARDIOVASCULAR",2.468647538
"2695",400125,"HIMA-SAN PABLO FAJARDO",1.35546816
"2696",400126,"HOSPITAL METROPOLITANO SAN GERMAN",1.233088869
"2697",400127,"ADMIN DE SERVICIOS MEDICOS  PUERTO RIC",1.913374359
"2698",400128,"""HOSPITAL PAVIA HATO REY, INC""",1.207121339
"2699",400130,NA,0.932008511
"2700",400131,NA,1.207125581
"2701",410001,"MEMORIAL HOSPITAL OF RHODE ISLAND",1.307327632
"2702",410004,"ROGER WILLIAMS MEDICAL CENTER",1.485664047
"2703",410005,"ST JOSEPH HEALTH SERVICES OF RI",1.411717802
"2704",410006,"NEWPORT HOSPITAL",1.470377484
"2705",410007,"RHODE ISLAND HOSPITAL",1.806365421
"2706",410008,"SOUTH COUNTY HOSPITAL INC",1.523807268
"2707",410009,"KENT COUNTY MEMORIAL HOSPITAL",1.415716568
"2708",410010,"WOMEN AND INFANTS HOSPITAL OF RHODE ISLAND",1.188181314
"2709",410011,"""LANDMARK MEDICAL CENTER,  INC""",1.498474665
"2710",410012,"MIRIAM HOSPITAL",1.498353655
"2711",410013,"WESTERLY HOSPITAL",1.300881295
"2712",420002,"PIEDMONT MEDICAL CENTER",1.529028723
"2713",420004,"MUSC MEDICAL CENTER",2.120685852
"2714",420005,"MCLEOD MEDICAL CENTER - DILLON",1.204495033
"2715",420007,"SPARTANBURG REGIONAL MEDICAL CENTER",1.758526684
"2716",420009,"OCONEE MEDICAL CENTER",1.420114809
"2717",420010,"CAROLINA PINES REGIONAL MEDICAL CENTER",1.347987678
"2718",420011,"CANNON MEMORIAL HOSPITAL",1.07681679
"2719",420015,"BAPTIST EASLEY HOSPITAL",1.448861194
"2720",420016,"BARNWELL COUNTY HOSPITAL",0.938558794
"2721",420018,"PALMETTO HEALTH RICHLAND",1.862156031
"2722",420019,"CHESTER REGIONAL MEDICAL CENTER",1.085396133
"2723",420020,"GEORGETOWN MEMORIAL HOSPITAL",1.386772162
"2724",420023,"ST FRANCIS-DOWNTOWN",1.783875238
"2725",420026,"SISTERS OF CHARITY PROVIDENCE HOSPITALS",1.934245682
"2726",420027,"ANMED HEALTH",1.630486276
"2727",420030,"COLLETON MEDICAL CENTER",1.319819129
"2728",420033,"GREER MEMORIAL HOSPITAL",1.440586892
"2729",420036,"SPRINGS MEMORIAL HOSPITAL",1.141831248
"2730",420037,"HILLCREST MEMORIAL HOSPITAL",1.426106512
"2731",420038,"LAURENS COUNTY HEALTHCARE SYSTEM",1.381288436
"2732",420039,"WALLACE THOMSON HOSPITAL",1.06898696
"2733",420043,"UPSTATE CAROLINA MEDICAL CENTER",1.173291377
"2734",420048,"KERSHAW HEALTH",1.383994585
"2735",420049,"CONWAY MEDICAL CENTER",1.480151255
"2736",420051,"MCLEOD REGIONAL MEDICAL CENTER-PEE DEE",1.754526024
"2737",420053,"NEWBERRY COUNTY MEMORIAL HOSPITAL",1.469044669
"2738",420054,"MARLBORO PARK HOSPITAL",0.984558402
"2739",420055,"MARION REGIONAL HOSPITAL",1.137529125
"2740",420056,"BAMBERG COUNTY MEMORIAL HOSPITAL",0.924392915
"2741",420057,"MCLEOD MEDICAL CENTER - DARLINGTON",1.091797991
"2742",420062,"CHESTERFIELD GENERAL HOSPITAL",1.090646096
"2743",420064,"LORIS COMMUNITY HOSPITAL",1.510568517
"2744",420065,"BON SECOURS-ST FRANCIS XAVIER HOSPITAL",1.771931302
"2745",420066,"LAKE CITY COMMUNITY HOSPITAL",0.992300128
"2746",420067,"BEAUFORT COUNTY MEMORIAL HOSPITAL",1.437239731
"2747",420068,"TRMC OF ORANGEBURG & CALHOUN",1.648970453
"2748",420069,"CLARENDON MEMORIAL HOSPITAL",1.161160561
"2749",420070,"TUOMEY HEALTHCARE SYSTEM",1.364761562
"2750",420071,"SELF REGIONAL HEALTHCARE",1.580088941
"2751",420072,"HAMPTON REGIONAL MEDICAL CENTER",1.05761
"2752",420073,"LEXINGTON MEDICAL CENTER",1.634566743
"2753",420078,"GREENVILLE MEMORIAL HOSPITAL",2.001182136
"2754",420079,"TRIDENT MEDICAL CENTER",1.563272518
"2755",420080,"HILTON HEAD REGIONAL MEDICAL CENTER",1.378742029
"2756",420082,"AIKEN REGIONAL MEDICAL CENTER",1.464888575
"2757",420083,"MARY BLACK MEMORIAL HOSPITAL",1.388497837
"2758",420085,"GRAND STRAND REG MED CENTER",1.673811997
"2759",420086,"PALMETTO HEALTH BAPTIST",1.608397632
"2760",420087,"ROPER HOSPITAL",1.973720338
"2761",420089,"EAST COOPER MEDICAL CENTER",2.027690146
"2762",420091,"CAROLINAS HOSPITAL SYSTEM",1.481308031
"2763",420098,"WACCAMAW COMMUNITY HOSPITAL",1.292565907
"2764",420101,"COASTAL CAROLINA HOSPITAL",1.111792095
"2765",420102,"PATEWOOD MEMORIAL HOSPITAL",2.16352715
"2766",420103,"VILLAGE HOSPITAL",1.554919936
"2767",420104,NA,1.411228475
"2768",420105,NA,1.443077984
"2769",430005,"PRAIRIE LAKES HOSPITAL",1.429845169
"2770",430008,"BROOKINGS HOSPITAL",1.116127532
"2771",430012,"AVERA SACRED HEART HOSPITAL",1.39239788
"2772",430013,"AVERA QUEEN OF PEACE",1.388259359
"2773",430014,"AVERA ST LUKES",1.480421837
"2774",430015,"ST MARYS HOSPITAL",1.379831885
"2775",430016,"AVERA MCKENNAN HOSPITAL & UNIVERSITY HEALTH CENTER",1.634049412
"2776",430027,"SANFORD USD MEDICAL CENTER",1.819671398
"2777",430048,"SPEARFISH REGIONAL HOSPITAL",1.386276481
"2778",430077,"RAPID CITY REGIONAL HOSPITAL",1.724361448
"2779",430081,"PHS INDIAN HOSPITAL AT PINE RIDGE",0.816676303
"2780",430083,"PHS INDIAN HOSPITAL AT EAGLE BUTTE",0.830638032
"2781",430084,"PHS INDIAN HOSPITAL AT ROSEBUD",0.835551597
"2782",430089,"SIOUXLAND SURGERY CENTER LP",2.463729657
"2783",430090,"SIOUX FALLS SURGICAL HOSPITAL LLP",2.464217111
"2784",430091,"BLACK HILLS SURGICAL HOSPITAL LLP",2.31460586
"2785",430092,"DAKOTA PLAINS SURGICAL CENTER LLP",2.249990638
"2786",430093,"SAME DAY SURGERY CENTER LLC",1.218970732
"2787",430094,"SPEARFISH REGIONAL SURGERY CENTER",2.030307501
"2788",430095,"AVERA HEART HOSPITAL OF SOUTH DAKOTA LLC",2.446880363
"2789",430096,"LEWIS AND CLARK SPECIALTY HOSPITAL",1.994093757
"2790",430097,NA,1.148339879
"2791",440001,"UNICOI COUNTY MEMORIAL HOSPITAL",1.229468792
"2792",440002,"JACKSON-MADISON COUNTY GENERAL HOSPITAL",1.739698722
"2793",440003,"SUMNER REGIONAL MEDICAL CENTER",1.306515451
"2794",440006,"SKYLINE MEDICAL CENTER",1.606144558
"2795",440007,"UNITED REGIONAL MEDICAL CENTER",1.195701458
"2796",440008,"HENDERSON COUNTY COMMUNITY HOSPITAL",0.959909344
"2797",440009,"CUMBERLAND MEDICAL CENTER",1.352256007
"2798",440010,"WAYNE MEDICAL CENTER",0.938135732
"2799",440011,"BLOUNT MEMORIAL HOSPITAL",1.359678511
"2800",440012,"WELLMONT BRISTOL REGIONAL MEDICAL CENTER",1.557152425
"2801",440015,"UNIVERSITY OF TN MEMORIAL HOSPITAL",2.007728052
"2802",440016,"BAPTIST MEMORIAL HOSPITAL HUNTINGDON",1.039863204
"2803",440017,"WELLMONT HOLSTON VALLEY MEDICAL CENTER",1.719434232
"2804",440018,"SYCAMORE SHOALS HOSPITAL",1.148593265
"2805",440020,"HILLSIDE HOSPITAL",1.315662693
"2806",440025,"""LAUGHLIN MEMORIAL HOSPITAL, INC""",1.259260838
"2807",440029,"WILLIAMSON MEDICAL CENTER",1.608980486
"2808",440030,"MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION",1.420042397
"2809",440031,"ROANE MEDICAL CENTER",1.299777477
"2810",440032,"WELLMONT HAWKINS COUNTY MEMORIAL HOSPITAL",1.299398306
"2811",440033,"ST MARY'S MEDICAL CENTER OF CAMPBELL COUNTY",1.102341453
"2812",440034,"METHODIST MEDICAL CENTER OF OAK RIDGE",1.797522407
"2813",440035,"GATEWAY MEDICAL CENTER",1.468954198
"2814",440039,"VANDERBILT UNIVERSITY HOSPITAL",2.251217482
"2815",440040,"PERRY COMMUNITY HOSPITAL",0.901067582
"2816",440046,"HORIZON MEDICAL CENTER",1.408498945
"2817",440047,"GIBSON GENERAL HOSPITAL",1.032363258
"2818",440048,"BAPTIST MEMORIAL HOSPITAL",1.947853997
"2819",440049,"METHODIST HEALTHCARE MEMPHIS HOSPITALS",1.743969234
"2820",440050,"TAKOMA REGIONAL HOSPITAL",1.275834364
"2821",440051,"MCNAIRY REGIONAL HOSPITAL",0.908920338
"2822",440053,"MIDDLE TENNESSEE MEDICAL CENTER INC",1.420572761
"2823",440054,"WOODS MEMORIAL HOSPITAL",1.224312243
"2824",440056,"ST MARY'S JEFFERSON MEMORIAL HOSPITAL",1.168579828
"2825",440057,"CLAIBORNE COUNTY HOSPITAL",1.281862779
"2826",440058,"SOUTHERN TENNESSEE MEDICAL CENTER",1.250974341
"2827",440059,"COOKEVILLE REGIONAL MEDICAL CENTER",1.753966432
"2828",440060,"MILAN GENERAL HOSPITAL",1.360931926
"2829",440061,"VOLUNTEER COMMUNITY HOSPITAL",1.117030927
"2830",440063,"JOHNSON CITY MEDICAL CENTER",1.686195243
"2831",440064,"GRANDVIEW MEDICAL CENTER",1.092194526
"2832",440065,"NORTHCREST MEDICAL CENTER",1.490033966
"2833",440067,"LAKEWAY REGIONAL HOSPITAL",1.162680695
"2834",440068,"ATHENS REGIONAL MEDICAL CENTER",1.202858693
"2835",440070,"DECATUR COUNTY GENERAL HOSPITAL",0.953656913
"2836",440072,"DYERSBURG REGIONAL MEDICAL CENTER",1.160020205
"2837",440073,"MAURY REGIONAL HOSPITAL",1.687167696
"2838",440081,"LECONTE MEDICAL CENTER",1.442184516
"2839",440082,"ST THOMAS HOSPITAL",1.967070505
"2840",440083,"JAMESTOWN REGIONAL MEDICAL CENTER",0.993618438
"2841",440084,"SWEETWATER HOSPITAL ASSOCIATION",1.17050322
"2842",440091,"""MEMORIAL HEALTHCARE SYSTEM, INC""",1.806074255
"2843",440102,"LINCOLN MEDICAL CENTER",1.108424826
"2844",440104,"ERLANGER MEDICAL CENTER",1.845183587
"2845",440109,"HARDIN MEDICAL CENTER",1.248113511
"2846",440110,"FORT LOUDOUN MEDICAL CENTER",1.32545077
"2847",440111,"METRO NASHVILLE GENERAL HOSPITAL",1.684365081
"2848",440115,"HUMBOLDT GENERAL HOSPITAL INC",1.019201315
"2849",440120,"MERCY MEDICAL CENTER",1.747615691
"2850",440125,"FORT SANDERS REGIONAL MEDICAL CENTER",1.798332836
"2851",440130,"BAPTIST MEMORIAL HOSPITAL UNION CITY",1.171582066
"2852",440131,"BAPTIST MEMORIAL HOSPITAL TIPTON",1.159134722
"2853",440132,"HENRY COUNTY MEDICAL CENTER",1.481902348
"2854",440133,"BAPTIST HOSPITAL",1.881811776
"2855",440137,"HERITAGE MEDICAL CENTER",1.142254106
"2856",440141,"CUMBERLAND RIVER HOSPITAL",1.018889565
"2857",440144,"HARTON REGIONAL MEDICAL CENTER",1.388152998
"2858",440148,"STONES RIVER HOSPITAL AND DEKALB COMMUNITY HOSP",1.180957592
"2859",440150,"SUMMIT MEDICAL CENTER",1.491220673
"2860",440151,"RIVER PARK HOSPITAL",1.206957067
"2861",440152,"REGIONAL MEDICAL CENTER AT MEMPHIS",2.665555646
"2862",440153,"BAPTIST HOSPITAL OF COCKE COUNTY",1.084639089
"2863",440156,"PARKRIDGE MEDICAL CENTER",1.676458043
"2864",440159,"DELTA MEDICAL CENTER",1.396108413
"2865",440161,"CENTENNIAL MEDICAL CENTER",2.071553637
"2866",440168,"METHODIST HEALTHCARE FAYETTE HOSPITAL",0.889958945
"2867",440173,"PARKWEST MEDICAL CENTER",1.695118059
"2868",440174,"HAYWOOD PARK COMMUNITY HOSPITAL",0.840930813
"2869",440175,"CROCKETT HOSPITAL",1.139453033
"2870",440176,"INDIAN PATH MEDICAL CENTER",1.535646644
"2871",440180,"JELLICO COMMUNITY HOSPITAL",1.289000927
"2872",440181,"BOLIVAR GENERAL HOSPITAL",0.972363535
"2873",440182,"MCKENZIE REGIONAL HOSPITAL",0.95965394
"2874",440183,"ST FRANCIS HOSPITAL",1.688642728
"2875",440184,"FRANKLIN WOODS COMMUNITY HOSPITAL",1.132676245
"2876",440185,"SKYRIDGE MEDICAL CENTER",1.309390096
"2877",440186,"RIVERVIEW REGIONAL MEDICAL CENTER NORTH",0.995709887
"2878",440187,"LIVINGSTON REGIONAL HOSPITAL",1.105923786
"2879",440189,"REGIONAL HOSPITAL OF JACKSON",1.563559881
"2880",440192,"WHITE COUNTY COMMUNITY HOSPITAL",1.23709961
"2881",440193,"UNIVERSITY MEDICAL CENTER",1.478755749
"2882",440194,"HENDERSONVILLE MEDICAL CENTER",1.400158075
"2883",440197,"SOUTHERN HILLS MEDICAL CTR",1.715155673
"2884",440200,"STONES RIVER HOSPITAL & DEKALB COMMUNITY HOSPITAL",1.103958387
"2885",440218,"THE CENTER FOR SPINAL SURGERY",3.093777023
"2886",440227,"STONECREST MEDICAL CENTER",1.492164723
"2887",440228,"SAINT FRANCIS BARTLETT MEDICAL CENTER",1.531101577
"2888",450002,"PROVIDENCE MEMORIAL HOSPITAL",1.517601859
"2889",450005,"MEMORIAL HERMANN BAPTIST ORANGE HOSPITAL",1.119890624
"2890",450007,"PETERSON REGIONAL MEDICAL CENTER",1.398288055
"2891",450010,"UNITED REGIONAL HEALTH CARE SYSTEM",1.594016331
"2892",450011,"ST JOSEPH REGIONAL HEALTH CENTER",1.557234389
"2893",450015,"PARKLAND HEALTH AND HOSPITAL SYSTEM",1.645990501
"2894",450018,"UNIVERSITY OF TEXAS MEDICAL BRANCH GAL",1.757617186
"2895",450021,"BAYLOR UNIVERSITY MEDICAL CENTER",2.068932761
"2896",450023,"CITIZENS MEDICAL CENTER",1.45960245
"2897",450024,"UNIVERSITY MEDICAL CENTER OF EL PASO",1.510872482
"2898",450028,"VALLEY BAPTIST MEDICAL CENTER - BROWNSVILLE",1.682829766
"2899",450029,"LAREDO MEDICAL CENTER",1.620930639
"2900",450032,"GOOD SHEPHERD MEDICAL CENTER MARSHALL",1.327244006
"2901",450033,"VALLEY BAPTIST MEDICAL CENTER",1.625463953
"2902",450034,"CHRISTUS HOSPITAL",1.528601882
"2903",450035,"ST JOSEPH MEDICAL CENTER",1.581567314
"2904",450037,"GOOD SHEPHERD MEDICAL CENTER",1.628778546
"2905",450039,"JPS HEALTH NETWORK",1.693437368
"2906",450040,"COVENANT MEDICAL CENTER",1.848194554
"2907",450042,"PROVIDENCE HEALTH CENTER",1.670221073
"2908",450044,"UT SOUTHWESTERN UNIVERSITY HOSPITAL",1.862946983
"2909",450046,"CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI",1.668540599
"2910",450051,"METHODIST DALLAS MEDICAL CENTER",1.861983503
"2911",450052,"GOODALL WITCHER HOSPITAL",1.151781433
"2912",450054,"SCOTT & WHITE MEMORIAL HOSPITAL",1.957526445
"2913",450055,"ROLLING PLAINS MEMORIAL HOSPITAL",1.064174763
"2914",450056,"SETON MEDICAL CENTER AUSTIN",1.703889011
"2915",450058,"BAPTIST MEDICAL CENTER",1.665736871
"2916",450064,"TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL",1.563883999
"2917",450068,"MEMORIAL HERMANN TEXAS MEDICAL CENTER",2.243323701
"2918",450072,"BRAZOSPORT REGIONAL HEALTH SYSTEM",1.237175837
"2919",450073,"COGDELL MEMORIAL HOSPITAL",1.036065561
"2920",450078,"ANSON GENERAL HOSPITAL",0.861294685
"2921",450079,"BAYLOR MEDICAL CENTER AT IRVING",1.590981419
"2922",450080,"TITUS REGIONAL MEDICAL CENTER",1.467393461
"2923",450082,"CHRISTUS SPOHN HOSPITAL BEEVILLE",1.006699656
"2924",450083,"EAST TEXAS MEDICAL CENTER",1.797543331
"2925",450085,"GRAHAM REGIONAL MEDICAL CENTER",1.201267713
"2926",450087,"NORTH HILLS HOSPITAL",1.549217893
"2927",450090,"NORTH TEXAS MEDICAL CENTER",1.235125543
"2928",450092,"FORT DUNCAN MEDICAL CENTER",1.317654011
"2929",450097,"BAYSHORE MEDICAL CENTER",1.550609823
"2930",450099,"PAMPA REGIONAL MEDICAL CENTER",1.20424678
"2931",450101,"HILLCREST BAPTIST MEDICAL CENTER",1.68609581
"2932",450102,"MOTHER FRANCES HOSPITAL",1.829192602
"2933",450104,"GUADALUPE REGIONAL MEDICAL CENTER",1.482281735
"2934",450107,"LAS PALMAS MEDICAL CENTER",1.614519187
"2935",450108,"CONNALLY MEMORIAL MEDICAL CENTER",1.042704424
"2936",450119,"SOUTH TEXAS HEALTH SYSTEM",1.695599843
"2937",450123,"RENAISSANCE HOSPITAL GROVES",1.431473749
"2938",450124,"UNIVERSITY MEDICAL CENTER AT BRACKENRIDGE",1.592632133
"2939",450128,"KNAPP MEDICAL CENTER",1.432778096
"2940",450130,"NIX HEALTH CARE SYSTEM",1.329675406
"2941",450132,"MEDICAL CENTER HOSPITAL",1.54391813
"2942",450133,"MIDLAND MEMORIAL HOSPITAL",1.654599786
"2943",450135,"TEXAS HEALTH HARRIS METHODIST FORT WORTH",1.694401553
"2944",450137,"BAYLOR ALL SAINTS MEDICAL CENTER AT FW",1.705161456
"2945",450143,"SMITHVILLE REGIONAL HOSPITAL",0.991690121
"2946",450144,"PERMIAN REGIONAL MEDICAL CENTER ANDREWS COUNTY HO",0.988828778
"2947",450147,"DETAR HOSPITAL NAVARRO",1.44483552
"2948",450148,"TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE",1.395786407
"2949",450152,"METROPLEX HOSPITAL",1.416926299
"2950",450154,"VAL VERDE REGIONAL MEDICAL CENTER",1.34507656
"2951",450155,"HEREFORD REGIONAL MEDICAL CENTER",0.9516015
"2952",450162,"GRACE MEDICAL CENTER",2.101581587
"2953",450163,"CHRISTUS SPOHN HOSPITAL KLEBERG",1.119037922
"2954",450165,"SOUTH TEXAS REGIONAL MEDICAL CENTER",1.100739421
"2955",450176,"MISSION REGIONAL MEDICAL CENTER",1.50459429
"2956",450177,"UVALDE MEMORIAL HOSPITAL",1.093100362
"2957",450178,"PECOS COUNTY MEMORIAL HOSPITAL",0.915241021
"2958",450184,"MEMORIAL HERMANN HOSPITAL SYSTEM",1.723615602
"2959",450187,"TRINITY MEDICAL CENTER",1.284154759
"2960",450188,"ETMC CLARKSVILLE",0.891528359
"2961",450192,"HILL REGIONAL HOSPITAL",1.093950646
"2962",450193,"ST LUKES EPISCOPAL HOSPITAL",2.236188682
"2963",450194,"EAST TEXAS MEDICAL CENTER JACKSONVILLE",1.304666012
"2964",450196,"PARIS REGIONAL MEDICAL CENTER",1.468044522
"2965",450200,"WADLEY REGIONAL MEDICAL CENTER",1.567982659
"2966",450203,"WEATHERFORD REGIONAL MEDICAL CENTER",1.292610711
"2967",450209,"NORTHWEST TEXAS HOSPITAL",1.808131506
"2968",450210,"ETMC CARTHAGE",0.949530051
"2969",450211,"MEMORIAL HEALTH SYSTEM OF EAST TEXAS- LUFKIN",1.478749651
"2970",450213,"UNIVERSITY HEALTH SYSTEM",2.070584548
"2971",450214,"GULF COAST MEDICAL CENTER",1.23318062
"2972",450219,"LLANO MEMORIAL HEALTHCARE SYSTEM",1.22892274
"2973",450221,"MOORE COUNTY HOSPITAL DISTRICT",1.071720138
"2974",450222,"CONROE REGIONAL MEDICAL CENTER",1.643689525
"2975",450229,"HENDRICK MEDICAL CENTER",1.7282581
"2976",450231,"BAPTIST ST ANTHONYS HEALTH SYSTEM-BAPTIST CAMPUS",1.681773352
"2977",450235,"MEMORIAL HOSPITAL",1.110731405
"2978",450236,"HOPKINS COUNTY MEMORIAL HOSPITAL",1.291308085
"2979",450237,"CHRISTUS SANTA ROSA HOSPITAL",1.597353569
"2980",450241,"FAITH COMMUNITY HOSPITAL",0.910799576
"2981",450243,"HAMLIN MEMORIAL HOSPITAL",1.063268558
"2982",450253,"BELLVILLE GENERAL HOSPITAL",0.9273264
"2983",450270,"LAKE WHITNEY MEDICAL CENTER",1.172348428
"2984",450271,"WISE REGIONAL HEALTH SYSTEM",1.585982438
"2985",450272,"CENTRAL TEXAS MEDICAL CENTER",1.434046144
"2986",450280,"BAYLOR MEDICAL CENTER AT GARLAND",1.68029235
"2987",450283,"COZBY-GERMANY HOSPITAL",0.953424575
"2988",450289,"HARRIS COUNTY HOSPITAL DISTRICT",1.696913548
"2989",450292,"TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN",1.074785122
"2990",450293,"FRIO REGIONAL HOSPITAL",0.842524004
"2991",450296,"CLEVELAND REGIONAL MEDICAL CTR",0.979659767
"2992",450299,"COLLEGE STATION MEDICAL CENTER",1.590676064
"2993",450306,"STAMFORD MEMORIAL HOSPITAL",0.854479186
"2994",450324,"TEXOMA MEDICAL CENTER",1.617727305
"2995",450330,"OAKBEND MEDICAL CENTER",1.370265398
"2996",450340,"SAN ANGELO COMMUNITY MEDICAL CENTER",1.534669234
"2997",450346,"MEMORIAL HERMANN BAPTIST BEAUMONT HOSPITAL",1.450495558
"2998",450347,"HUNTSVILLE MEMORIAL HOSPITAL",1.250206622
"2999",450348,"FALLS COMMUNITY HOSPITAL AND CLINIC",0.949828717
"3000",450351,"TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILL",1.303221426
"3001",450352,"HUNT REGIONAL MEDICAL CENTER",1.312924214
"3002",450358,"""METHODIST HOSPITAL,THE""",2.177200005
"3003",450369,"CHILDRESS REGIONAL MEDICAL CENTER",0.917052322
"3004",450370,"COLUMBUS COMMUNITY HOSPITAL",1.270648859
"3005",450372,"BAYLOR MEDICAL CENTER AT WAXAHACHIE",1.418813929
"3006",450373,"EAST TEXAS MEDICAL CENTER MOUNT VERNON",0.853985126
"3007",450379,"DALLAS MEDICAL CENTER",1.724092122
"3008",450388,"METHODIST HOSPITAL",1.79046092
"3009",450389,"EAST TEXAS MEDICAL CENTER ATHENS",1.091692351
"3010",450395,"MEMORIAL MEDICAL CENTER LIVINGSTON",1.146843877
"3011",450399,"BROWNFIELD REGIONAL MEDICAL CENTER",0.987162185
"3012",450400,"PARKVIEW REGIONAL HOSPITAL",1.023490418
"3013",450403,"MEDICAL CENTER OF MCKINNEY",1.543461291
"3014",450411,"EASTLAND MEMORIAL HOSPITAL",0.997900566
"3015",450419,"TEXAS HEALTH HARRIS METHODIST HOSPITAL AZLE",1.137920266
"3016",450422,"BAYLOR MEDICAL CENTER AT UPTOWN",2.22877778
"3017",450424,"SAN JACINTO METHODIST HOSPITAL",1.599474723
"3018",450431,"ST DAVIDS HOSPITAL",1.91751111
"3019",450438,"COLORADO FAYETTE MEDICAL CENTER",1.069857445
"3020",450446,"RIVERSIDE GENERAL HOSPITAL",0.987663863
"3021",450447,"NAVARRO REGIONAL HOSPITAL",1.186228911
"3022",450451,"GLEN ROSE MEDICAL CENTER",1.027875292
"3023",450460,"TYLER COUNTY HOSPITAL",0.962131313
"3024",450462,"TEXAS HEALTH PRESBYTERIAN HOSPITAL  DALLAS",1.649854119
"3025",450465,"MATAGORDA REGIONAL MEDICAL CENTER",1.319404714
"3026",450469,"TEXAS HEALTH PRESBYTERIAN HOSPITAL-WNJ",1.618898294
"3027",450475,"ETMC HENDERSON",1.114398011
"3028",450484,"WOODLAND HEIGHTS MEDICAL CENTER",1.523053337
"3029",450488,"ALLEGIANCE SPECIALTY HOSPITAL OF KILGORE",0.935420876
"3030",450489,"MEDICAL ARTS HOSPITAL",1.007061894
"3031",450497,"BOWIE MEMORIAL HOSPITAL",1.092874362
"3032",450498,"STEPHENS MEMORIAL HOSPITAL",0.932219108
"3033",450508,"MEMORIAL HOSPITAL",1.445018805
"3034",450518,"THE MEDICAL CENTER OF SOUTHEAST TEXAS",1.469438179
"3035",450537,"METHODIST RICHARDSON MEDICAL CENTER",1.741801378
"3036",450539,"COVENANT HOSPITAL PLAINVIEW",1.203741061
"3037",450558,"ABILENE REGIONAL MEDICAL CENTER",1.765745775
"3038",450563,"BAYLOR REGIONAL MEDICAL CENTER AT GRAPEVINE",1.607169113
"3039",450565,"PALO PINTO GENERAL HOSPITAL",1.185060907
"3040",450571,"SHANNON MEDICAL CENTER",1.830889924
"3041",450573,"CHRISTUS JASPER MEMORIAL HOSPITAL",1.085920238
"3042",450578,"HEMPHILL COUNTY HOSPITAL",0.98924157
"3043",450580,"EAST TEXAS MEDICAL CENTER CROCKETT",0.992818134
"3044",450584,"WILBARGER GENERAL HOSPITAL",1.101453346
"3045",450586,"SEYMOUR HOSPITAL",1.185987005
"3046",450587,"BROWNWOOD REGIONAL MEDICAL CENTER",1.172523591
"3047",450591,"ANGLETON-DANBURY MEDICAL CENTER",1.287299173
"3048",450596,"LAKE GRANBURY MEDICAL CENTER",1.454383441
"3049",450597,"CUERO COMMUNITY HOSPITAL",0.939257413
"3050",450604,"HILL COUNTRY MEMORIAL HOSPITAL INC",1.670964423
"3051",450605,"NORTH BAY HOSPITAL",1.1315982
"3052",450610,"MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER",1.683359701
"3053",450615,"ATLANTA MEMORIAL HOSPITAL",0.966320513
"3054",450617,"CLEAR LAKE REGIONAL MEDICAL CENTER",1.535270594
"3055",450620,"DIMMIT COUNTY MEMORIAL HOSPITAL",0.868160763
"3056",450630,"SPRING BRANCH MEDICAL CENTER",1.245582424
"3057",450634,"DENTON REGIONAL MEDICAL CENTER",1.555441816
"3058",450638,"HOUSTON NORTHWEST MEDICAL CENTER",1.593255947
"3059",450639,"TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD",1.523431623
"3060",450641,"NOCONA GENERAL HOSPITAL",0.865255005
"3061",450643,"DOCTORS HOSPITAL OF LAREDO",1.550408435
"3062",450644,"WEST HOUSTON MEDICAL CENTER",1.623687059
"3063",450647,"MEDICAL CITY DALLAS HOSPITAL",1.988829506
"3064",450651,"MEDICAL CENTER OF PLANO",1.642781751
"3065",450653,"SCENIC MOUNTAIN MEDICAL CENTER",1.103904565
"3066",450654,"STARR COUNTY MEMORIAL HOSPITAL",0.948971137
"3067",450656,"NACOGDOCHES MEDICAL CENTER",1.584404168
"3068",450658,"EAST TEXAS MEDICAL CENTER - FAIRFIELD",1.067326015
"3069",450659,"PARK PLAZA HOSPITAL",1.711145803
"3070",450661,"ODESSA REGIONAL HOSPITAL",1.648203209
"3071",450662,"VALLEY REGIONAL MEDICAL CENTER",1.658353364
"3072",450668,"SIERRA MEDICAL CENTER",1.645770202
"3073",450669,"MEDICAL CENTER OF LEWISVILLE",1.379722045
"3074",450670,"TOMBALL REGIONAL HOSPITAL",1.509557603
"3075",450672,"PLAZA MEDICAL CENTER OF FORT WORTH",1.862296173
"3076",450674,"""WOMANS HOSPITAL OF TEXAS,THE""",1.133973225
"3077",450675,"MEDICAL CENTER OF ARLINGTON",1.488930678
"3078",450677,"HUGULEY HEALTH SYSTEM",1.527388793
"3079",450678,"DOCTORS HOSPITAL",1.456790879
"3080",450683,"RENAISSANCE HOSPITAL TERRELL",1.104374173
"3081",450684,"MEMORIAL HERMANN NORTHEAST",1.506200721
"3082",450686,"UNIVERSITY MEDICAL CENTER",1.758823666
"3083",450688,"DALLAS REGIONAL MEDICAL CENTER",1.587089263
